IDArkeoGIS;CARAC_NAME;CARAC_LVL1;CARAC_LVL2;CARAC_LVL3;CARAC_LVL4;IdArk;IdPactols;IdAat
504;Production;Pierre;Non renseigné;Architecture;;https://ark.frantiq.fr/ark:/26678/pcrtKJVpuP3AET;13289;http://vocab.getty.edu/page/aat/300014857
505;Production;Pierre;Non renseigné;Architecture;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
506;Production;Pierre;Non renseigné;Architecture;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
507;Production;Pierre;Non renseigné;Architecture;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
508;Production;Pierre;Non renseigné;Architecture;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
509;Production;Pierre;Non renseigné;Architecture;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
510;Production;Pierre;Non renseigné;Architecture;Autres;;;
511;Production;Pierre;Non renseigné;Outils;;https://ark.frantiq.fr/ark:/26678/pcrtxs8Kml8jLw;16050;http://vocab.getty.edu/page/aat/300024841
512;Production;Pierre;Non renseigné;Outils;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
513;Production;Pierre;Non renseigné;Outils;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
514;Production;Pierre;Non renseigné;Outils;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
515;Production;Pierre;Non renseigné;Outils;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
516;Production;Pierre;Non renseigné;Outils;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
517;Production;Pierre;Non renseigné;Outils;Autres;;;
518;Production;Pierre;Chaux;;;http://ark.frantiq.fr/ark:/26678/pcrtERMm8Q0wYw;13847;http://vocab.getty.edu/page/aat/300011740
519;Production;Charbon;;;;https://ark.frantiq.fr/ark:/26678/pcrtmsvDnRnsoA;155890;http://vocab.getty.edu/page/aat/300000396
520;Production;Sel;;;;https://ark.frantiq.fr/ark:/26678/pcrtYHA8kKMYt9;14678;http://vocab.getty.edu/page/aat/300045537
521;Production;Verre;;;;https://ark.frantiq.fr/ark:/26678/pcrt125sJ3jsbN;17244;http://vocab.getty.edu/page/aat/300053929
522;Production;Autres;;;;;;
